product_name,is_standard_number,standard_title,mandatory_or_voluntary,scheme_type,qco_reference,source_url,penalty_clause
‭Copper wires for general engineering purposes‬,IS 4566,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Methylene Chloride (dichloromethane), Technical‬",IS 16653,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭protection‬,IS 7129,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Potassium carbonate anhydrous‬,IS 10931,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Lauric Acid‬,IS 17781,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Vitamin mineral premix for manufacturing fortified rice kernels‬,IS 737,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭purposes‬,IS 11744,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Phosphorous Pentachloride, Technical‬",IS 17051,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Bullet resistant jackets - performance requirements‬,IS 18482,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭bulk commodities‬,IS 17875,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stainless Steel seamless pipes and tubes for general service‬,IS 17876,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stainless steel welded pipes and tubes for general service‬,IS 10773,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Wrought Copper Tubes for Refrigeration and Air-Conditioning Purposes‬,IS 1545,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Solid drawn copper and copper alloy tubes for condenser and heat exchangers‬,IS 17111,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Heat treated steels, alloy steels and free-cutting steels - Ball and roller bearing steels‬",IS 2833,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Aniline, Technical‬",IS 11587,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Structural weather resistant steels‬,IS 16113,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Gamma Picoline‬,IS 12067,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Palm fatty acids‬,IS 17483 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics - Geocells - Part 2 Slope erosion protection application‬,IS 3566,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Viscose rayon cut staple spun yarn‬,IS 336,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ether‬,IS 12444,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Continuously cast and rolled electrolytic copper wire rods for electrical conductors‬,IS 3748,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Tool Steels‬,IS 17425,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭irrigation systems‬,IS 3565,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Teats for Feeding Bottles‬,IS 4026,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium ingots billets and wire bars EC grade‬,IS 15769,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭carbon or carbon-manganese steel‬,IS 2619,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Glass beakers‬,IS 17261,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles  - Polyester continuous filament fully drawn yarns‬,IS 13893,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyurethane soles semigrid‬,IS 17372,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 28],IS 2080,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stabilized hydrogen peroxide‬,IS 16393,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics - Geotextiles used in subsurface drainage application‬,IS 16090,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geo-Synthetics - Geo-Textiles Used as Protection (or Cushioning) Materials‬,IS 15225,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Chlorinated Polyvinyl Chloride Compounds Used for Pipes and Fittings‬,IS 613,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Copper Rods and Bars for Electrical Purposes‬,IS 16709,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭packaging of 50 kg cement‬,IS 1254,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Corrugated Aluminium Sheet‬,IS 15844 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sports footwear - Part 1 General purpose‬,IS 739,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Wrought aluminium and aluminium alloy wire for general engineering purposes‬,IS 17371,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics - Geogrids for flexible pavements‬,IS 17945,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Food for special medical purpose intended for infants‬,IS 16392,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics - Geotextiles for permanent erosion control in hard armor systems‬,IS 6902,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel wire for spokes‬,IS 2553 (Part 3),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Safety glass - Part 3 solar applications‬,IS 17216,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyethylene mulch films for agriculture and horticulture products‬,IS 16654,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭waterways protection‬,IS 17263,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles  - Polyester staples fibres‬,IS 17782,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fortified rice kernels‬,IS 1466,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ferrovanadium‬,IS 8637,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭H Acid‬,IS 16890,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Protective Clothing for Firefighters‬,IS 6529,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Stainless steel blooms, billets and slabs for forging‬",IS 10951,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polypropylene ( PP ) Materials for Moulding and Extrusion‬,IS 695,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Acetic Acid‬,IS 17630,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Medical Textiles  Bedsheet and Pillow Cover‬,IS 617,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Engineering Purposes‬,IS 3195,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel for the manufacture of volute and helical springs (For Railway Rolling Stock)‬,IS 18573,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭general engineering and decorative purposes‬,IS 16240,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Reverse Osmosis (RO) Based Point-of-Use (POU) Water Treatment System‬,IS 16391,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Geosynthetics – Geotextiles used in sub-grade separation in pavement structures‬,IS 12084,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Morpholine‬,IS 1469,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ferromolybdenum‬,IS 17349,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Medical textiles – Shoe covers‬,IS 6721,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sandal and slippers‬,IS 17730 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Woven Hail Protection Nets‬,IS 17264,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Polyester industrial yarn‬,IS 7092 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Aluminium Alloy Tube for Irrigation Purposes - Part 2 : Extruded Tube‬,IS 17483 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 29],IS 14434,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polycarbonate moulding and extrusion materials‬,IS 8058,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Pyridine‬,IS 3074,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel Tubes for Automotive Purposes‬,IS 17358 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Nets Made from Extruded Polymer Mesh‬,IS 17334,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Medical textiles - Surgical gowns and surgical drapes‬,IS 2501,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
